Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
Each short dialling code shall consist of four digits. (M),-,short,,-,-
It shall be possible to configure Railway emergency group call areas to contain combinations of cells controlled by one or more MSC(s) within one or more network(s). (M),-,possible,,-,-
"The BC for access to other GSM-R networks is defined in table 9-12a, and is followed by the full international EIRENE number of the called party. (M)",-,other*full*international,,-,-
If registration is not successful an audible and visual indication shall be provided. (M),-,successful*visual,,not,-
Valid group IDs shall be as defined in table 14-9. (M),-,-,,-,-
Changing the battery shall not result in the loss of data stored in the radio. (M),-,-,,not,-
"By default, calls will have a priority of railway information calls (eMLPP priority designation 4). It shall be possible to store a priority in association with a stored number. (M)",-,possible,,-,-
EIRENE mobile equipment shall be capable of being stored (ie without being operational) at temperatures down to -40°C without any permanent damage. (M),-,capable,,-,-
The General purpose radio shall be suitable for use with a car adapter kit. (M),-,general*suitable,,-,-
The logical architecture of the General purpose radio is illustrated in figure 6-1. (I),-,logical*general,,-,-
SIM cards should be fixed into the radio to protect against accidental loss. (O),-,-,,-,-
Direct mode communications will only be used in the event of normal GSM-R services being unavailable. (I),-,direct*normal,,-,-
Specific environmental test procedures to be followed for EIRENE mobile equipment shall include the following tests as defined in the [IEC 68] series: (M),-,specific*environmental,,-,-
All handheld mobile equipment shall be capable of withstanding the following shocks: (M),-,capable,,-,-
All EMC emission and immunity tests shall be performed in accordance with guidelines defined in the [EN 61000-4] series and in [EN 50140]. (M),-,-,,-,-
EIRENE mobile equipment shall be capable of being subjected to both sinusoidal and random vibration. (M),-,capable,,-,-
The Operational radio shall be capable of withstanding the following shocks: (M),-,capable,,-,-
"Characters * and # may be used locally to gain access to special facilities such as short code dialling. However, these arrangements do not form part of the network numbering plan. (I)",-,special*short,,not,-
Any equipment mounted external to the train cab shall withstand the following additional physical conditions: (M),-,external*additional*physical,,-,-
The EIRENE System Requirements Specification defines the set of requirements which a railway radio system shall comply with in order to ensure interoperability between national railways. (I),-,national,,-,-
"Ease of maintenance should be taken into account in the design and installation of radio equipment. For example, maintenance access to antennas on vehicles should be provided. (O)",-,-,,-,-
Access from the GSM-R network to external networks shall be as detailed in section 9.10. (M),-,-,,-,-
Figure 5-1 shows the logical architecture of an EIRENE Cab radio. The architecture comprises the following elements: (I),-,logical,,-,-
Facilities shall be provided to prevent unauthorised calls to mobiles either by functional number or MSISDN number from outside the EIRENE network. (M),-,either,,-,-
"All Railway emergency calls shall be implemented using GSM VGCS (Specifications [EN 301 515, Index [21] & [4]]). (M)",-,-,,-,-
"To accommodate the different requirements of the individual railways, the following approach has been adopted: (I)",-,different*individual,,-,-
"The International EIRENE Number shall consist of three distinct parts, as shown in figure 9-2: (M)",-,international*distinct,,-,-
"Any group call controller who wishes to stop talking shall indicate his wish, for example by releasing the PTT button, whereupon the 3-digit DTMF sequence “#**” shall be transferred. (M)",-,-,,-,who
"Later releases of these specifications may be used, providing that the system is backwards-compatible with the versions listed. (I)",-,-,,-,-
No specific testing procedures need to be used on the Operational radio over and above those given in section 4. (I),-,specific,,-,-
The SETUP and RELEASE COMPLETE user-to-user information element shall be as specified in the [MORANE UUIE]. (M),-,complete,,-,-
"The General purpose radio shall operate as a standard GSM terminal, supplying mobile services as defined in section 4. (M)",-,general*standard,,-,-
The use of the forced de-registration mechanism (without notification) to achieve this requirement is acceptable. (I),-,acceptable,,-,-
The “Subscriber Identity Module” (SIM card) shall be physically integrated with the radio set and shall not be able to be removed except by maintenance staff. (M),-,-,,not,-
The calling driver’s functional number shall be passed to the network using UUS1. (M),-,-,,-,-
"Not all calls require confirmation. The application must be able to deduce that a confirmation is necessary from the call priority, as all calls of ‘Railway emergency’ priority must be confirmed. (M)",-,necessary,,not,-
The specification is divided into the following separate sections: (I),-,separate,,-,-
The mechanism for the generation of the link assurance signal shall be as specified in [MORANE SM FFFIS]. (M),-,signal,,-,-
"Confirmation messages shall be sent to a confirmation centre using a defined short code (see table 9-10), which shall be associated with the GSM network. (M)",-,short,,-,-
"In network boundary areas, the Service Area shall be allocated on a bilateral basis. (M)",-,-,,-,-
The Cab radio should support direct mode communications as defined in section 15. (O),-,-,,-,-
Other interfaces may take the form of additional audio and data inputs and outputs. (I),-,other*additional,,-,-
The following EIRENE features are to be supported for each type of mobile radio:,-,-,,-,-
Table 5A-3 in Appendix 5A shows the effect of putting down the handset or initiating the ‘Call clear’ procedure for the different types of incoming calls. (M),-,clear*different,,-,-
